Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
traditional-bad-kitty-lotion,Traditional - Bad kitty - Lotion,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Bad kitty, Type: Lotion",true,Size,60ml,,,,,Traditional - Bad kitty - Lotion - 60ml,60,,0,deny,manual,15,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_8d89c507-85a5-449f-a47e-5a41ba2c2827.png?v=1612216599,1,Traditional - Bad kitty - Lotion,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-bad-kitty-lotion,,,,,,,,120ml,,,,,Traditional - Bad kitty - Lotion - 120ml,120,,0,deny,manual,28,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-wild-love-healing-balm,Traditional - Wild Love - Healing Balm,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Wild Love, Type: Healing Balm",false,Size,60ml,,,,,Traditional - Wild Love - Healing Balm - 60ml,60,,0,deny,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_7d27cbb9-d91d-4489-ab9e-44062a6946e6.png?v=1612216486,1,Traditional - Wild Love - Healing Balm,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-wild-love-healing-balm,,,,,,,,120ml,,,,,Traditional - Wild Love - Healing Balm - 120ml,120,,0,deny,manual,25,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-violet-healing-balm,Traditional - Violet - Healing Balm,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Violet, Type: Healing Balm",false,Size,60ml,,,,,Traditional - Violet - Healing Balm - 60ml,60,,0,deny,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_075b1d08-699d-40c5-a378-55d60e762260.png?v=1612216485,1,Traditional - Violet - Healing Balm,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-violet-healing-balm,,,,,,,,120ml,,,,,Traditional - Violet - Healing Balm - 120ml,120,,0,deny,manual,25,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-transform-healing-balm,Traditional - Transform - Healing Balm,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Transform, Type: Healing Balm",false,Size,60ml,,,,,Traditional - Transform - Healing Balm - 60ml,60,,0,deny,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_6cbbcf36-934e-4a62-bc95-44dd2442216e.png?v=1612216483,1,Traditional - Transform - Healing Balm,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-transform-healing-balm,,,,,,,,120ml,,,,,Traditional - Transform - Healing Balm - 120ml,120,,0,deny,manual,25,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-thieves-healing-balm,Traditional - Thieves - Healing Balm,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Thieves, Type: Healing Balm",false,Size,60ml,,,,,Traditional - Thieves - Healing Balm - 60ml,60,,0,deny,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_aad1f570-9dcf-4bfc-93c5-c843ea8d60e6.png?v=1612216482,1,Traditional - Thieves - Healing Balm,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-thieves-healing-balm,,,,,,,,120ml,,,,,Traditional - Thieves - Healing Balm - 120ml,120,,0,deny,manual,25,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-tantra-healing-balm,Traditional - Tantra - Healing Balm,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Tantra, Type: Healing Balm",false,Size,60ml,,,,,Traditional - Tantra - Healing Balm - 60ml,60,,0,deny,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_80c406fa-29c3-4e13-b740-4b342a48f405.png?v=1612216481,1,Traditional - Tantra - Healing Balm,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-tantra-healing-balm,,,,,,,,120ml,,,,,Traditional - Tantra - Healing Balm - 120ml,120,,0,deny,manual,25,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-sweetgrass-healing-balm,Traditional - Sweetgrass - Healing Balm,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Sweetgrass, Type: Healing Balm",false,Size,60ml,,,,,Traditional - Sweetgrass - Healing Balm - 60ml,60,,0,deny,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_efea91d8-55e3-4a57-9ba3-c7ba0157935f.png?v=1612216480,1,Traditional - Sweetgrass - Healing Balm,false,,,,,,,,,,,,,,,,,g,,,archived
traditional-sweetgrass-healing-balm,,,,,,,,120ml,,,,,Traditional - Sweetgrass - Healing Balm - 120ml,120,,0,deny,manual,25,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,,
traditional-shine-healing-balm,Traditional - Shine - Healing Balm,,Wild Woman Medicine Show,product,"Line: Traditional, Scent: Shine, Type: Healing Balm",false,Size,60ml,,,,,Traditional - Shine - Healing Balm - 60ml,60,,0,deny,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/Coming_Soon_ae878361-e240-4da1-a816-786673897f92.png?v=1612216478,1,Traditional - Shine - Healing Balm,false,,,,,,,,,,,,,,,,,g,,,archived
