Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
traditional-bliss-bath-treatment,,,,,,,,250g,,,,,Traditional - Bliss - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Bliss_-_Front.png,g,,,active
traditional-bliss-bath-treatment,,,,,,,,1kg,,,,,Traditional - Bliss - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Bliss_-_Front.png,g,,,active
traditional-bad-kitty-bath-treatment,Traditional - Bad Kitty - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Bad Kitty",true,Size,100g,,,,,Traditional - Bad Kitty - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Bad_Kitty_-_Front.png,1,Traditional - Bad Kitty - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Bad_Kitty_-_Front.png,g,,,active
traditional-bad-kitty-bath-treatment,,,,,,,,250g,,,,,Traditional - Bad Kitty - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Bad_Kitty_-_Front.png,g,,,active
traditional-bad-kitty-bath-treatment,,,,,,,,1kg,,,,,Traditional - Bad Kitty - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Bad_Kitty_-_Front.png,g,,,active
traditional-transform-bath-treatment,Traditional - Transform - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Transform",true,Size,100g,,,,,Traditional - Transform - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Transform_-_Front.png,1,Traditional - Transform - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Transform_-_Front.png,g,,,active
traditional-transform-bath-treatment,,,,,,,,250g,,,,,Traditional - Transform - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Transform_-_Front.png,g,,,active
traditional-transform-bath-treatment,,,,,,,,1kg,,,,,Traditional - Transform - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Transform_-_Front.png,g,,,active
traditional-patience-bath-treatment,Traditional - Patience - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Patience",true,Size,100g,,,,,Traditional - Patience - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Patience_-_Front.png,1,Traditional - Patience - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Patience_-_Front.png,g,,,active
traditional-patience-bath-treatment,,,,,,,,250g,,,,,Traditional - Patience - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Patience_-_Front.png,g,,,active
traditional-patience-bath-treatment,,,,,,,,1kg,,,,,Traditional - Patience - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Patience_-_Front.png,g,,,active
traditional-keep-calm-and-transmute-bath-treatment,Traditional - Keep Calm And Transmute - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Keep Calm And Transmute",true,Size,100g,,,,,Traditional - Keep Calm And Transmute - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Keep_Calm_And_Transmute_-_Front.png,1,Traditional - Keep Calm And Transmute - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Keep_Calm_And_Transmute_-_Front.png,g,,,active
traditional-keep-calm-and-transmute-bath-treatment,,,,,,,,250g,,,,,Traditional - Keep Calm And Transmute - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_250g_-_Traditional_-_Keep_Calm_And_Transmute_-_Front.png,g,,,active
traditional-keep-calm-and-transmute-bath-treatment,,,,,,,,1kg,,,,,Traditional - Keep Calm And Transmute - Bath Treatment - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_1kg_-_Traditional_-_Keep_Calm_And_Transmute_-_Front.png,g,,,active
traditional-freedom-bath-treatment,Traditional - Freedom - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Traditional, Type: Bath Treatment, Scent: Freedom",true,Size,100g,,,,,Traditional - Freedom - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Freedom_-_Front.png,1,Traditional - Freedom - Bath Treatment,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath_Treatment_-_100g_-_Traditional_-_Freedom_-_Front.png,g,,,active
