Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
vintage-huckleberry-bath-treatment,,,,,,,,100g,,,,,Vintage - Huckleberry - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-huckleberry-bath-treatment,,,,,,,,250g,,,,,Vintage - Huckleberry - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-island-summer-bath-treatment,Vintage - Island Summer - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Island Summer",true,Size,50g,,,,,Vintage - Island Summer - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Island Summer - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-island-summer-bath-treatment,,,,,,,,100g,,,,,Vintage - Island Summer - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-island-summer-bath-treatment,,,,,,,,250g,,,,,Vintage - Island Summer - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-japanese-cherry-blossom-bath-treatment,Vintage - Japanese Cherry Blossom - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Japanese Cherry Blossom",true,Size,50g,,,,,Vintage - Japanese Cherry Blossom - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Japanese Cherry Blossom - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-japanese-cherry-blossom-bath-treatment,,,,,,,,100g,,,,,Vintage - Japanese Cherry Blossom - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-japanese-cherry-blossom-bath-treatment,,,,,,,,250g,,,,,Vintage - Japanese Cherry Blossom - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-jasmine-bath-treatment,Vintage - Jasmine - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Jasmine",true,Size,50g,,,,,Vintage - Jasmine - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Jasmine - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-jasmine-bath-treatment,,,,,,,,100g,,,,,Vintage - Jasmine - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-jasmine-bath-treatment,,,,,,,,250g,,,,,Vintage - Jasmine - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lavender-bath-treatment,Vintage - Lavender - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Lavender",true,Size,50g,,,,,Vintage - Lavender - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Lavender - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lavender-bath-treatment,,,,,,,,100g,,,,,Vintage - Lavender - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lavender-bath-treatment,,,,,,,,250g,,,,,Vintage - Lavender - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lemon-bath-treatment,Vintage - Lemon - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Lemon",true,Size,50g,,,,,Vintage - Lemon - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Lemon - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lemon-bath-treatment,,,,,,,,100g,,,,,Vintage - Lemon - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lemon-bath-treatment,,,,,,,,250g,,,,,Vintage - Lemon - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lemon-blossom-bath-treatment,Vintage - Lemon Blossom - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Lemon Blossom",true,Size,50g,,,,,Vintage - Lemon Blossom - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Lemon Blossom - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lemon-blossom-bath-treatment,,,,,,,,100g,,,,,Vintage - Lemon Blossom - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lemon-blossom-bath-treatment,,,,,,,,250g,,,,,Vintage - Lemon Blossom - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lemongrass-bath-treatment,Vintage - Lemongrass - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Lemongrass",true,Size,50g,,,,,Vintage - Lemongrass - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Lemongrass - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lemongrass-bath-treatment,,,,,,,,100g,,,,,Vintage - Lemongrass - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lemongrass-bath-treatment,,,,,,,,250g,,,,,Vintage - Lemongrass - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lilly-of-the-valley-bath-treatment,Vintage - Lilly of the valley - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Lilly of the valley",true,Size,50g,,,,,Vintage - Lilly of the valley - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Lilly of the valley - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lilly-of-the-valley-bath-treatment,,,,,,,,100g,,,,,Vintage - Lilly of the valley - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lilly-of-the-valley-bath-treatment,,,,,,,,250g,,,,,Vintage - Lilly of the valley - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lotus-bath-treatment,Vintage - Lotus - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Lotus",true,Size,50g,,,,,Vintage - Lotus - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Lotus - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lotus-bath-treatment,,,,,,,,100g,,,,,Vintage - Lotus - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-lotus-bath-treatment,,,,,,,,250g,,,,,Vintage - Lotus - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-magnolia-bath-treatment,Vintage - Magnolia - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Magnolia",true,Size,50g,,,,,Vintage - Magnolia - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Magnolia - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-magnolia-bath-treatment,,,,,,,,100g,,,,,Vintage - Magnolia - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-magnolia-bath-treatment,,,,,,,,250g,,,,,Vintage - Magnolia - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-manchurian-dragon-bath-treatment,Vintage - Manchurian Dragon - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Manchurian Dragon",true,Size,50g,,,,,Vintage - Manchurian Dragon - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Manchurian Dragon - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-manchurian-dragon-bath-treatment,,,,,,,,100g,,,,,Vintage - Manchurian Dragon - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-manchurian-dragon-bath-treatment,,,,,,,,250g,,,,,Vintage - Manchurian Dragon - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-marbella-bath-treatment,Vintage - Marbella - Bath Treatment,,Wild Woman Medicine Show,product,"Line: Vintage, Type: Bath Treatment, Scent: Marbella",true,Size,50g,,,,,Vintage - Marbella - Bath Treatment - 50g,50,,0,deny,manual,3,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/Coming_Soon.png,1,Vintage - Marbella - Bath Treatment,false,,,,,,,,,,,,,,,,,g,,,active
vintage-marbella-bath-treatment,,,,,,,,100g,,,,,Vintage - Marbella - Bath Treatment - 100g,100,,0,deny,manual,6,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
vintage-marbella-bath-treatment,,,,,,,,250g,,,,,Vintage - Marbella - Bath Treatment - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,,g,,,active
